contributor_id,session_id,timestamp,image_filename,steering_angle,speed_kmh,brake,autonomous_mode,lane_side,line_detected,edge_detected,gps_x,gps_y,lidar_obstacle_detected,lidar_obstacle_distance,behavior_class,nav_command,obstacle_type
A01,20260627_125102,2026-06-27T18:51:19.497,A01_frame_000035.jpg,0.0000,45.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_125102,2026-06-27T18:51:20.004,A01_frame_000036.jpg,0.0000,45.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_125102,2026-06-27T18:51:20.524,A01_frame_000037.jpg,0.0000,45.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_125102,2026-06-27T18:51:21.030,A01_frame_000038.jpg,0.0000,45.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_125102,2026-06-27T18:51:21.536,A01_frame_000039.jpg,0.0000,45.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_125102,2026-06-27T18:51:22.037,A01_frame_000040.jpg,0.0000,45.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_125102,2026-06-27T18:51:22.546,A01_frame_000041.jpg,0.0000,40.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_125102,2026-06-27T18:51:23.054,A01_frame_000042.jpg,0.0000,40.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_125102,2026-06-27T18:51:23.557,A01_frame_000043.jpg,0.0000,40.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_125102,2026-06-27T18:51:24.071,A01_frame_000044.jpg,0.0000,40.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_125102,2026-06-27T18:51:24.576,A01_frame_000045.jpg,0.0000,40.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_125102,2026-06-27T18:51:25.100,A01_frame_000046.jpg,0.0000,40.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_125102,2026-06-27T18:51:25.611,A01_frame_000047.jpg,0.0000,30.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_125102,2026-06-27T18:51:26.123,A01_frame_000048.jpg,0.0000,15.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_125102,2026-06-27T18:51:26.633,A01_frame_000049.jpg,-0.0500,15.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_125102,2026-06-27T18:51:27.139,A01_frame_000050.jpg,-0.0500,15.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_125102,2026-06-27T18:51:27.665,A01_frame_000051.jpg,0.0000,15.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_125102,2026-06-27T18:51:28.174,A01_frame_000052.jpg,0.0000,20.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_125102,2026-06-27T18:51:28.689,A01_frame_000053.jpg,-0.0500,20.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_125102,2026-06-27T18:51:29.206,A01_frame_000054.jpg,-0.0500,20.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_125102,2026-06-27T18:51:29.715,A01_frame_000055.jpg,-0.0500,20.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_125102,2026-06-27T18:51:30.229,A01_frame_000056.jpg,-0.0500,20.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_125102,2026-06-27T18:51:30.746,A01_frame_000057.jpg,-0.0500,20.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_125102,2026-06-27T18:51:31.258,A01_frame_000058.jpg,-0.0500,20.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_125102,2026-06-27T18:51:31.766,A01_frame_000059.jpg,-0.0500,20.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_125102,2026-06-27T18:51:32.289,A01_frame_000060.jpg,-0.0500,20.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_125102,2026-06-27T18:51:32.809,A01_frame_000061.jpg,-0.0500,20.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_125102,2026-06-27T18:51:33.337,A01_frame_000062.jpg,-0.0500,20.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_125102,2026-06-27T18:51:33.848,A01_frame_000063.jpg,-0.1000,20.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_125102,2026-06-27T18:51:34.350,A01_frame_000064.jpg,-0.1000,20.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_125102,2026-06-27T18:51:34.862,A01_frame_000065.jpg,-0.1000,20.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_125102,2026-06-27T18:51:35.364,A01_frame_000066.jpg,-0.1000,20.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_125102,2026-06-27T18:51:35.872,A01_frame_000067.jpg,-0.0500,20.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_125102,2026-06-27T18:51:36.384,A01_frame_000068.jpg,-0.0500,20.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_125102,2026-06-27T18:51:36.904,A01_frame_000069.jpg,-0.0500,20.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_125102,2026-06-27T18:51:37.417,A01_frame_000070.jpg,-0.0500,20.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_125102,2026-06-27T18:51:37.920,A01_frame_000071.jpg,-0.0500,20.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_125102,2026-06-27T18:51:38.445,A01_frame_000072.jpg,-0.0500,20.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_125102,2026-06-27T18:51:38.949,A01_frame_000073.jpg,-0.0500,20.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_125102,2026-06-27T18:51:39.453,A01_frame_000074.jpg,-0.0500,20.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_125102,2026-06-27T18:51:39.955,A01_frame_000075.jpg,-0.0500,20.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_125102,2026-06-27T18:51:40.483,A01_frame_000076.jpg,-0.1000,20.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_125102,2026-06-27T18:51:40.994,A01_frame_000077.jpg,-0.1000,20.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_125102,2026-06-27T18:51:41.495,A01_frame_000078.jpg,-0.1000,20.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_125102,2026-06-27T18:51:41.996,A01_frame_000079.jpg,-0.0500,20.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_125102,2026-06-27T18:51:42.498,A01_frame_000080.jpg,-0.0500,20.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_125102,2026-06-27T18:51:43.014,A01_frame_000081.jpg,-0.1000,20.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_125102,2026-06-27T18:51:43.523,A01_frame_000082.jpg,-0.1000,20.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_125102,2026-06-27T18:51:44.035,A01_frame_000083.jpg,-0.1000,20.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_125102,2026-06-27T18:51:44.551,A01_frame_000084.jpg,-0.0500,20.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_125102,2026-06-27T18:51:45.063,A01_frame_000085.jpg,-0.0500,20.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_125102,2026-06-27T18:51:45.573,A01_frame_000086.jpg,0.0000,20.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_125102,2026-06-27T18:51:46.090,A01_frame_000087.jpg,0.0500,20.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_125102,2026-06-27T18:51:46.590,A01_frame_000088.jpg,0.0500,20.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_125102,2026-06-27T18:51:47.107,A01_frame_000089.jpg,0.0000,20.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_125102,2026-06-27T18:51:47.618,A01_frame_000090.jpg,0.0000,20.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_125102,2026-06-27T18:51:48.132,A01_frame_000091.jpg,0.0000,20.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_125102,2026-06-27T18:51:48.646,A01_frame_000092.jpg,0.0000,20.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_125102,2026-06-27T18:51:49.146,A01_frame_000093.jpg,0.0000,20.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_125102,2026-06-27T18:51:49.651,A01_frame_000094.jpg,0.0000,20.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_125102,2026-06-27T18:51:50.178,A01_frame_000095.jpg,0.0000,20.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_125102,2026-06-27T18:51:50.691,A01_frame_000096.jpg,0.0000,20.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_125102,2026-06-27T18:51:51.211,A01_frame_000097.jpg,0.0000,20.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_125102,2026-06-27T18:51:51.740,A01_frame_000098.jpg,0.0000,20.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_125102,2026-06-27T18:51:52.253,A01_frame_000099.jpg,0.0000,20.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_125102,2026-06-27T18:51:52.754,A01_frame_000100.jpg,0.0000,20.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_125102,2026-06-27T18:51:53.270,A01_frame_000101.jpg,0.0000,20.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_125102,2026-06-27T18:51:53.788,A01_frame_000102.jpg,0.0000,20.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_125102,2026-06-27T18:51:54.293,A01_frame_000103.jpg,0.0000,20.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_125102,2026-06-27T18:51:54.815,A01_frame_000104.jpg,0.0000,20.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_125102,2026-06-27T18:51:55.316,A01_frame_000105.jpg,0.0000,20.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_125102,2026-06-27T18:51:55.828,A01_frame_000106.jpg,0.0000,20.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_125102,2026-06-27T18:51:56.343,A01_frame_000107.jpg,-0.0500,20.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_125102,2026-06-27T18:51:56.847,A01_frame_000108.jpg,0.0000,20.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_125102,2026-06-27T18:51:57.353,A01_frame_000109.jpg,0.0500,20.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_125102,2026-06-27T18:51:57.868,A01_frame_000110.jpg,0.0000,20.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_125102,2026-06-27T18:51:58.388,A01_frame_000111.jpg,0.0000,20.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_125102,2026-06-27T18:51:58.902,A01_frame_000112.jpg,0.0000,20.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_125102,2026-06-27T18:51:59.411,A01_frame_000113.jpg,0.0000,20.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_125102,2026-06-27T18:51:59.924,A01_frame_000114.jpg,0.0000,20.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_125102,2026-06-27T18:52:00.426,A01_frame_000115.jpg,0.0000,20.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_125102,2026-06-27T18:52:00.956,A01_frame_000116.jpg,0.0000,20.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_125102,2026-06-27T18:52:01.465,A01_frame_000117.jpg,0.0000,20.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_125102,2026-06-27T18:52:01.966,A01_frame_000118.jpg,0.0000,20.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_125102,2026-06-27T18:52:02.476,A01_frame_000119.jpg,0.0000,20.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_125102,2026-06-27T18:52:02.983,A01_frame_000120.jpg,0.0000,20.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_125102,2026-06-27T18:52:03.492,A01_frame_000121.jpg,0.0000,20.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_125102,2026-06-27T18:52:04.007,A01_frame_000122.jpg,0.0000,20.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_125102,2026-06-27T18:52:04.521,A01_frame_000123.jpg,0.0000,20.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_125102,2026-06-27T18:52:05.033,A01_frame_000124.jpg,0.0000,20.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_125102,2026-06-27T18:52:05.542,A01_frame_000125.jpg,0.0000,20.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_125102,2026-06-27T18:52:06.046,A01_frame_000126.jpg,0.0000,20.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_125102,2026-06-27T18:52:06.561,A01_frame_000127.jpg,0.0000,20.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_125102,2026-06-27T18:52:07.101,A01_frame_000128.jpg,0.0000,20.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_125102,2026-06-27T18:52:07.603,A01_frame_000129.jpg,0.0000,20.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_125102,2026-06-27T18:52:08.111,A01_frame_000130.jpg,0.0000,20.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_125102,2026-06-27T18:52:08.612,A01_frame_000131.jpg,0.0000,20.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_125102,2026-06-27T18:52:09.118,A01_frame_000132.jpg,0.0000,20.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_125102,2026-06-27T18:52:09.632,A01_frame_000133.jpg,0.0000,20.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_125102,2026-06-27T18:52:10.138,A01_frame_000134.jpg,0.0000,20.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_125102,2026-06-27T18:52:10.650,A01_frame_000135.jpg,0.0000,20.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_125102,2026-06-27T18:52:11.151,A01_frame_000136.jpg,0.0000,20.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_125102,2026-06-27T18:52:11.664,A01_frame_000137.jpg,0.0000,20.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_125102,2026-06-27T18:52:12.173,A01_frame_000138.jpg,0.0000,20.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_125102,2026-06-27T18:52:12.677,A01_frame_000139.jpg,0.0000,20.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_125102,2026-06-27T18:52:13.190,A01_frame_000140.jpg,0.0500,20.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_125102,2026-06-27T18:52:13.694,A01_frame_000141.jpg,0.0500,20.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_125102,2026-06-27T18:52:14.210,A01_frame_000142.jpg,0.0000,20.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_125102,2026-06-27T18:52:14.710,A01_frame_000143.jpg,0.0000,20.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_125102,2026-06-27T18:52:15.211,A01_frame_000144.jpg,0.0000,20.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_125102,2026-06-27T18:52:15.717,A01_frame_000145.jpg,0.0000,20.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_125102,2026-06-27T18:52:16.225,A01_frame_000146.jpg,0.0000,20.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_125102,2026-06-27T18:52:16.742,A01_frame_000147.jpg,0.0000,20.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_125102,2026-06-27T18:52:17.251,A01_frame_000148.jpg,0.0000,20.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_125102,2026-06-27T18:52:17.752,A01_frame_000149.jpg,0.0000,20.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_125102,2026-06-27T18:52:18.277,A01_frame_000150.jpg,0.0000,20.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_125102,2026-06-27T18:52:18.791,A01_frame_000151.jpg,0.0000,20.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_125102,2026-06-27T18:52:19.298,A01_frame_000152.jpg,-0.0500,20.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_125102,2026-06-27T18:52:19.803,A01_frame_000153.jpg,0.0000,20.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_125102,2026-06-27T18:52:20.317,A01_frame_000154.jpg,0.0000,20.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_125102,2026-06-27T18:52:20.843,A01_frame_000155.jpg,0.0000,20.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_125102,2026-06-27T18:52:21.351,A01_frame_000156.jpg,0.0000,20.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_125102,2026-06-27T18:52:21.885,A01_frame_000157.jpg,0.0000,20.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_125102,2026-06-27T18:52:22.390,A01_frame_000158.jpg,0.0000,20.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_125102,2026-06-27T18:52:22.907,A01_frame_000159.jpg,0.0000,20.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_125102,2026-06-27T18:52:23.423,A01_frame_000160.jpg,0.0000,20.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_125102,2026-06-27T18:52:23.932,A01_frame_000161.jpg,0.0000,20.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_125102,2026-06-27T18:52:24.439,A01_frame_000162.jpg,0.0000,20.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_125102,2026-06-27T18:52:24.967,A01_frame_000163.jpg,0.0000,20.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_125102,2026-06-27T18:52:25.489,A01_frame_000164.jpg,0.0000,20.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_125102,2026-06-27T18:52:25.990,A01_frame_000165.jpg,0.0000,20.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_125102,2026-06-27T18:52:26.505,A01_frame_000166.jpg,0.0000,20.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_125102,2026-06-27T18:52:27.018,A01_frame_000167.jpg,0.0000,20.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_125102,2026-06-27T18:52:27.548,A01_frame_000168.jpg,0.0000,20.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_125102,2026-06-27T18:52:28.048,A01_frame_000169.jpg,0.0000,20.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_125102,2026-06-27T18:52:28.556,A01_frame_000170.jpg,0.0000,20.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_125102,2026-06-27T18:52:29.065,A01_frame_000171.jpg,0.0000,20.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_125102,2026-06-27T18:52:29.567,A01_frame_000172.jpg,0.0000,20.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_125102,2026-06-27T18:52:30.083,A01_frame_000173.jpg,0.0000,20.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_125102,2026-06-27T18:52:30.596,A01_frame_000174.jpg,0.0000,20.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_125102,2026-06-27T18:52:31.104,A01_frame_000175.jpg,0.0000,20.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_125102,2026-06-27T18:52:31.605,A01_frame_000176.jpg,0.0000,20.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_125102,2026-06-27T18:52:32.123,A01_frame_000177.jpg,0.0000,20.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_125102,2026-06-27T18:52:32.637,A01_frame_000178.jpg,0.0000,20.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_125102,2026-06-27T18:52:33.139,A01_frame_000179.jpg,0.0000,20.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_125102,2026-06-27T18:52:33.653,A01_frame_000180.jpg,0.0000,20.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_125102,2026-06-27T18:52:34.163,A01_frame_000181.jpg,0.0000,20.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_125102,2026-06-27T18:52:34.672,A01_frame_000182.jpg,0.0000,20.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_125102,2026-06-27T18:52:35.202,A01_frame_000183.jpg,0.0000,20.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_125102,2026-06-27T18:52:35.727,A01_frame_000184.jpg,0.0000,20.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_125102,2026-06-27T18:52:36.237,A01_frame_000185.jpg,0.0000,20.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_125102,2026-06-27T18:52:36.745,A01_frame_000186.jpg,0.0000,20.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_125102,2026-06-27T18:52:37.251,A01_frame_000187.jpg,0.0000,20.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_125102,2026-06-27T18:52:37.755,A01_frame_000188.jpg,0.0000,20.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_125102,2026-06-27T18:52:38.270,A01_frame_000189.jpg,0.0000,20.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_125102,2026-06-27T18:52:38.797,A01_frame_000190.jpg,0.0000,20.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_125102,2026-06-27T18:52:39.313,A01_frame_000191.jpg,0.0000,20.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_125102,2026-06-27T18:52:39.813,A01_frame_000192.jpg,0.0000,20.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_125102,2026-06-27T18:52:40.322,A01_frame_000193.jpg,0.0000,20.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_125102,2026-06-27T18:52:40.825,A01_frame_000194.jpg,0.0000,20.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_125102,2026-06-27T18:52:41.326,A01_frame_000195.jpg,0.0000,20.00,0.0000,0,1,0,0,,,0,,0,0,
A01,20260627_125102,2026-06-27T18:52:41.841,A01_frame_000196.jpg,0.0000,20.00,0.0000,0,1,0,0,,,0,,0,0,
